substance,paper,journal,year,authors,reprint,contact_name,contact_email,abstract,last_sent_date,thread_id,follow_up_date,keep,comments
ALC,Alcohol use disorder and cannabis use disorder symptomatology in adolescents are differentially related to dysfunction in brain regions supporting face processing,Psychiatry Res. Neuroimaging,2019,"Leiker, Emily K.; Meffert, Harma; Thornton, Laura C.; Taylor, Brittany K.; Aloi, Joseph; Abdel-Rahim, Heba; Shah, Niraj; Tyler, Patrick M.; White, Stuart F.; Blair, Karina S.; Filbey, Francesca; Pope, Kayla; Dobbertin, Matthew; Blair, R. James R.","Blair, RJR (corresponding author), Boys Town Natl Res Hosp, Ctr Neurobehav Res, 14100 Crawford St, Boys Town, NE 68010 USA.",Blair,someemail@address.com,"Despite extensive behavioral evidence of impairments in face processing and expression recognition in adults with alcohol or cannabis use disorders (AUD/CUD), neuroimaging findings have been inconsistent. Moreover, relatively little work has examined the relationship of AUD or CUD symptoms with face or expression processing within adolescents. Given the high prevalence of alcohol and cannabis use during adolescence, understanding how these usage behaviors interact with neural mechanisms supporting face and expression processing could have important implications for youth social and emotional functioning. In this study, adolescents (N= 104) responded to morphed fearful and happy expressions during fMRI and their level of AUD and/or CUD symptoms were related to the BOLD response data. We found that AUD and CUD symptom severity were both negatively related to responses to faces generally. However, whereas this relationship was shown for AUD within ventromedial prefrontal cortex and lingual gyrus, it was shown for CUD within rostromedial prefrontal cortex including anterior cingulate cortex. Additionally, AUD symptom levels were associated with differential responses within medial temporal pole and inferior parietal lobule as a function of expression. These results have potential implications for understanding the social and emotional functioning of adolescents with AUD and CUD symptoms.",2021/10/28,17cc7aca261ad2ff,2021/11/17,0,intreasted
OPI,Early postpartum resting-state functional connectivity for mothers receiving buprenorphine treatment for opioid use disorder: A pilot study,J. Neuroendocrinol.,2019,"Swain, James E.; Ho, S. Shaun","Swain, JE (corresponding author), SUNY Stony Brook, Dept Psychiat, HSC, Med Ctr, T10-020, Stony Brook, NY 11794 USA.",Swain,someemail@address.com,"Between 1999 and 2014, the prevalence of opioid use disorder (OUD) among pregnant women quadrupled in the USA. The standard treatment for peripartum women with OUD is buprenorphine. However, the maternal behavior neurocircuit that regulates maternal behavior and mother-infant bonding has not been previously studied for human mothers receiving buprenorphine treatment for OUD (BT). Rodent research shows opioid effects on reciprocal inhibition between maternal care and defence maternal brain subsystems: the hypothalamus and periaqueductal gray, respectively. We conducted a longitudinal functional magnetic resonance imaging (fMRI) pilot study in humans to specifically examine resting-state functional connectivity (rs-FC) between the periaqueductal gray and hypothalamus, as well as to explore associations with maternal bonding for BT. We studied 32 mothers who completed fMRI scans at 1 month (T1) and 4 months postpartum (T2), including seven mothers receiving buprenorphine for OUD and 25 non-OUD mothers as a comparison group (CG). The participants underwent a 6-minute resting-state fMRI scan at each time point. We measured potential bonding impairments using the Postpartum Bonding Questionnaire to explore how rs-FC with periaqueductal gray is associated with bonding impairments. Compared to CG, BT mothers differed in periaqueductal gray-dependent rs-FC with the hypothalamus, amygdala, insular cortex and other brain regions at T1, with many of these differences disappearing at T2, suggesting potential therapeutic effects of continuing buprenorphine treatment. In contrast, the rejection and pathological anger subscale of the Postpartum Bonding Questionnaire at T1 and T2 was associated with the T1-to-T2 increases in periaqueductal gray-dependent rs-FC with the hypothalamus and amygdala. Preliminary evidence links maternal bonding problems for mothers with OUD early in the postpartum to connectivity between specific care and defence maternal brain circuits, which may be mitigated by buprenorphine treatment. This exploratory study supports a potential mechanism for investigating both the therapeutic benefits and risks of opioids for maternal care and bonding with infants.",2021/12/8,17cc7aca4e35f9b5,2021/12/28,1,
ALC,Resting-State Synchrony in Long-Term Abstinent Alcoholics,Alcoholism (NY),2013,"Camchong, Jazmin; Stenger, Andy; Fein, George","Camchong, J (corresponding author), Neurobehav Res Inc, 1585 Kapiolani Blvd,Suite 1030, Honolulu, HI 96814 USA.",Camchong,someemail@address.com,"Background Alcohol dependence is a disorder with an impulsive and compulsive drive toward alcohol consumption and an inability to inhibit alcohol consumption. Neuroimaging studies suggest that these behavioral components correspond to an increased involvement of regions that mediate appetitive drive and reduced involvement of regions that mediate executive control within top-down networks. Little is known, however, about whether these characteristics are present after long periods of abstinence. Methods Resting-state functional magnetic resonance imaging data were collected to examine resting-state synchrony (RSS) differences between 23 long-term abstinent alcoholics (LTAA; 8 women, age: M = 48.46, SD = 7.10), and 23 nonsubstance abusing controls (NSAC; 8 women, age: M = 47.99, SD = 6.70). Using seed-based measures, we examined RSS with the nucleus accumbens (NAcc) and the subgenual anterior cingulate cortex (sgACC). All participants were assessed with the intra/extradimensional set shift task outside of the scanner to explore the relationship between RSS and cognitive flexibility. Results Compared to NSAC, LTAA showed (i) decreased synchrony of limbic reward regions (e.g., caudate and thalamus) with both the anterior cingulate cortex seed and the NAcc seed and (ii) increased synchrony of executive control regions (e.g., dorsolateral prefrontal cortex) with both the NAcc seed and the sgACC seed. RSS differences were significantly correlated with task performance. Conclusions The results are consistent with an interpretation of an ongoing compensatory mechanism in LTAA evident during rest, in which decision-making networks show reduced synchrony with appetitive drive regions and increased synchrony with inhibitory control regions. In addition, RSS differences were associated with cognitive flexibility. These resting-state findings indicate an adaptive mechanism present in long-term abstinence that may facilitate the behavioral control required to maintain abstinence.",2021/10/28,17cc7aca5a3729e6,2021/11/17,0,email not found
NIC,Sex differences in tobacco smokers: Executive control network and frontostriatal connectivity,Drug Alcohol Depend.,2019,"McCarthy, Julie M.; Dumais, Kelly M.; Zegel, Maya; Pizzagalli, Diego A.; Olson, David P.; Moran, Lauren V.; Janes, Amy C.","McCarthy, JM (corresponding author), McLean Hosp, McLean Imaging Ctr, 115 Mill St, Belmont, MA 02478 USA.",McCarthy,someemail@address.com,"Background: Women experience greater difficulty quitting smoking than men, which may be explained by sex differences in brain circuitry underlying cognitive control. Prior work has linked reduced interhemispheric executive control network (ECN) coupling with poor executive function, shorter time to relapse, and greater substance use. Lower structural connectivity between a key ECN hub, the dorsolateral prefrontal cortex (DLPFC), and the dorsal striatum (DS) also contributes to less efficient cognitive control recruitment, and reduced intrahemispheric connectivity between these regions has been associated with smoking relapse. Therefore, sex differences were probed by evaluating interhemispheric ECN and intrahemispheric DLPFC-DS connectivity. To assess the potential sex by nicotine interaction, a pilot sample of non-smokers was evaluated following acute nicotine and placebo administration. Methods: Thirty-five smokers (19 women) completed one resting state functional magnetic resonance imaging scan. Seventeen non-smokers (8 women) were scanned twice using a repeated measures design where they received 2 and 0 mg nicotine. Results: In smokers, women had less interhemispheric ECN and DLPFC-DS coupling than men. In non-smokers, there was a drug x sex interaction where women, relative to men, had weaker ECN coupling following nicotine but not placebo administration. Conclusions: The current work indicates that nicotine-dependent women, versus men, have weaker connectivity in brain networks critically implicated in cognitive control. How these connectivity differences contribute to the behavioral aspects of smoking requires more testing. However, building on the literature, it is likely these deficits in functional connectivity contribute to the lower abstinence rates noted in women relative to men.",2021/12/8,17cc7aca7a1516f1,2021/12/28,1,
NIC,Cigarette craving modulation is more feasible than resistance modulation for heavy cigarette smokers: empirical evidence from functional MRI data,Neuroreport,2021,"Kim, Dong-Youl; Tegethoff, Marion; Meinlschmidt, Gunther; Yoo, Seung-Schik; Lee, Jong-Hwan","Lee, JH (corresponding author), Korea Univ, Dept Brain & Cognit Engn, Anam Ro 145, Seoul 02841, South Korea.",Lee,someemail@address.com,"Background Modulation of cigarette craving and neuronal activations from nicotine-dependent cigarette smokers using real-time functional MRI (rtfMRI)-based neurofeedback (rtfMRI-NF) has been previously reported. Objectives The aim of this study was to evaluate the efficacy of rtfMRI-NF training in reducing cigarette cravings using fMRI data acquired before and after training. Methods Treatment-seeking male heavy cigarette smokers (N = 14) were enrolled and randomly assigned to two conditions related to rtfMRI-NF training aiming at resisting the urge to smoke. In one condition, subjects underwent conventional rtfMRI-NF training using neuronal activity as the neurofeedback signal (activity-based) within regions-of-interest (ROIs) implicated in cigarette craving. In another condition, subjects underwent rtfMRI-NF training with additional functional connectivity information included in the neurofeedback signal (functional connectivity-added). Before and after rtfMRI-NF training at each of two visits, participants underwent two fMRI runs with cigarette smoking stimuli and were asked to crave or resist the urge to smoke without neurofeedback. Cigarette craving-related or resistance-related regions were identified using a general linear model followed by paired t-tests and were evaluated using regression analysis on the basis of neuronal activation and subjective craving scores (CRSs). Results Visual areas were mainly implicated in craving, whereas the superior frontal areas were associated with resistance. The degree of (a) CRS reduction and (b) the correlation between neuronal activation and CRSs were statistically significant (P < 0.05) in the functional connectivity-added neurofeedback group for craving-related ROIs. Conclusion Our study demonstrated the feasibility of altering cigarette craving in craving-related ROIs but not in resistance-related ROIs via rtfMRI-NF training.",2021/12/8,17cc7aca71502bf3,2021/12/28,1,
ALC,"Alcohol Use Disorder, But Not Cannabis Use Disorder, Symptomatology in Adolescents Is Associated With Reduced Differential Responsiveness to Reward Versus Punishment Feedback During Instrumental Learning",Biol. Psychiat.-Cogn. Neurosci. Neuroimag.,2020,"Aloi, Joseph; Blair, Karina S.; Crum, Kathleen I.; Bashford-Largo, Johannah; Zhang, Ru; Lukoff, Jennie; Carollo, Erin; White, Stuart F.; Hwang, Soonjo; Filbey, Francesca M.; Dobbertin, Matthew; Blair, R. James R.","Aloi, J (corresponding author), Boys Town Natl Res Hosp, Ctr Neurobehav Res, 14015 Flanagan Blvd,Suite 102, Boys Town, NE 68010 USA.",Aloi,someemail@address.com,"BACKGROUND: The two most commonly used illegal substances by adolescents in the United States are alcohol and cannabis. Alcohol use disorder (AUD) and cannabis use disorder (CUD) have been associated with dysfunction in decision-making processes in adolescents. One potential mechanism for these impairments is thought to be related to abnormalities in reward and punishment processing. However, very little work has directly examined potential differential relationships between AUD and CUD symptom severity and neural dysfunction during decision making in adolescents. METHODS: In the current study, 154 youths participated in a passive avoidance learning task during functional magnetic resonance imaging to investigate the relationship between relative severity of AUD/CUD and dysfunction in processing reward and punishment feedback. RESULTS: Increasing Alcohol Use Disorder Identification Test scores were associated with reduced neural differentiation between reward and punishment feedback within regions of striatum, posterior cingulate cortex, and parietal cortex. However, increasing Cannabis Use Disorder Identification Test scores were not associated with any neural dysfunction during the passive avoidance task. CONCLUSIONS: These data expand on emerging literature that relative severity of AUD is associated with reduced responsivity to rewards in adolescents and that there are differential associations between AUD and CUD symptoms and neurocircuitry dysfunction in the developing adolescent brain.",2021/12/8,17cc7aca9282dd92,2021/12/28,1,
ALC,Reward salience and risk aversion underlie differential ACC activity in substance dependence,NeuroImage-Clin.,2015,"Alexander, William H.; Fukunaga, Rena; Finn, Peter; Brown, Joshua W.","Brown, JW (corresponding author), Dept Psychol & Brain Sci, 1101 E 10th St, Bloomington, IN 47405 USA.",Brown,someemail@address.com,"The medial prefrontal cortex, especially the dorsal anterior cingulate cortex (ACC), has long been implicated in cognitive control and error processing. Although the association between ACC and behavior has been established, it is less clear how ACC contributes to dysfunctional behavior such as substance dependence. Evidence from neuroimaging studies investigating ACC function in substance users is mixed, with some studies showing disengagement of ACC in substance dependent individuals (SDs), while others show increased ACC activity related to substance use. In this study, we investigate ACC function in SDs and healthy individuals performing a change signal task for monetary rewards. Using a priori predictions derived from a recent computational model of ACC, we find that ACC activity differs between SDs and controls in factors related to reward salience and risk aversion between SDs and healthy individuals. Quantitative fits of a computational model to fMRI data reveal significant differences in best fit parameters for reward salience and risk preferences. Specifically, the ACC in SDs shows greater risk aversion, defined as concavity in the utility function, and greater attention to rewards relative to reward omission. Furthermore, across participants risk aversion and reward salience are positively correlated. The results clarify the role that ACC plays in both the reduced sensitivity to omitted rewards and greater reward valuation in SDs. Clinical implications of applying computational modeling in psychiatry are also discussed. (C) 2015 The Authors. Published by Elsevier Inc.",2021/12/8,17cc7aca9c3171e8,2021/12/28,1,
ALC,Alterations in White Matter Microstructure and Connectivity in Young Adults with Alcohol Use Disorder,Alcoholism (NY),2019,"Chumin, Evgeny J.; Grecco, Gregory G.; Dzemidzic, Mario; Cheng, Hu; Finn, Peter; Sporns, Olaf; Newman, Sharlene D.; Yoder, Karmen K.","Yoder, KK (corresponding author), Indiana Univ Sch Med, Dept Radiol & Imaging Sci, 355 West 16th St,GH 4100, Indianapolis, IN 46202 USA.",Yoder,someemail@address.com,"Background Magnetic resonance imaging (MRI) studies have shown differences in volume and structure in the brains of individuals with alcohol use disorder (AUD). Most research has focused on neuropathological effects of alcohol that appear after years of chronic alcohol misuse. However, few studies have investigated white matter (WM) microstructure and diffusion MRI-based (DWI) connectivity during early stages of AUD. Therefore, the goal of this work was to investigate WM integrity and structural connectivity in emerging adulthood AUD subjects using both conventional DWI metrics and a novel connectomics approach. Methods Twenty-two AUD and 18 controls (CON) underwent anatomic and diffusion MRI. Outcome measures were scalar diffusion metrics and structural network connectomes. Tract-Based Spatial Statistics was used to investigate group differences in diffusion measures. Structural connectomes were used as input into a community structure procedure to obtain a coclassification index matrix (an indicator of community association strength) for each subject. Differences in coclassification and structural connectivity (indexed by streamline density) were assessed via the Network Based Statistics Toolbox. Results AUD had higher fractional anisotropy (FA) values throughout the major WM tracts, but also had lower FA values in WM tracts in the cerebellum and right insula (p(TFCE) < 0.05). Mean diffusivity was generally lower in the AUD group (p(TFCE) < 0.05). AUD had lower coclassification of nodes between ventral attention and default mode networks and higher coclassification between nodes of visual, default mode, and somatomotor networks. Additionally, AUD had higher fiber density between an adjacent pair of nodes within the default mode network. Conclusions Our results indicate that emerging adulthood AUD subjects may have differential patterns of FA and distinct differences in structural connectomes compared with CON. These data suggest that such alterations in microstructure and structural connectivity may uniquely characterize early stages of AUD and/or a predisposition for development of AUD.",2021/12/8,17cc7acaa9b39235,2021/12/28,1,
OPI,The role of withdrawal in mesocorticolimbic drug cue reactivity in opioid use disorder,Addict. Biol.,2021,"Shi, Zhenhao; Jagannathan, Kanchana; Padley, James H.; Wang, An-Li; Fairchild, Victoria P.; O'Brien, Charles P.; Childress, Anna Rose; Langleben, Daniel D.","Langleben, DD (corresponding author), Univ Penn, Dept Psychiat, Perelman Sch Med, Ctr Studies Addict, 3535 Market St,Suite 500, Philadelphia, PA 19104 USA.",Langleben,someemail@address.com,"Opioid use disorder (OUD) is characterized by heightened cognitive, physiological, and neural responses to opioid-related cues that are mediated by mesocorticolimbic brain pathways. Craving and withdrawal are key symptoms of addiction that persist during physiological abstinence. The present study evaluated the relationship between the brain response to drug cues in OUD and baseline levels of craving and withdrawal. We used functional magnetic resonance imaging (fMRI) to examine brain responses to opioid-related pictures and control pictures in 29 OUD patients. Baseline measures of drug use severity, opioid craving, and withdrawal symptoms were assessed prior to cue exposure and correlated with subsequent brain responses to drug cues. Mediation analysis was conducted to test the indirect effect of drug use severity on brain cue reactivity through craving and withdrawal symptoms. We found that baseline drug use severity and opioid withdrawal symptoms, but not craving, were positively associated with the neural response to drug cues in the nucleus accumbens, orbitofrontal cortex, and amygdala. Withdrawal, but not craving, mediated the effect of drug use severity on the nucleus accumbens' response to drug cues. We did not find similar effects for the neural responses to stimuli unrelated to drugs. Our findings emphasize the central role of withdrawal symptoms as the mediator between the clinical severity of OUD and the brain correlates of sensitization to opioid-related cues. They suggest that in OUD, baseline withdrawal symptoms signal a high vulnerability to drug cues.",2021/12/8,17cc7acab5a74e92,2021/12/28,1,
ALC,Alcohol Cue-Induced Ventral Striatum Activity Predicts Subsequent Alcohol Self-Administration,Alcoholism (NY),2020,"Lim, Aaron C.; Green, ReJoyce; Grodin, Erica N.; Venegas, Alexandra; Meredith, Lindsay R.; Donato, Suzanna; Burnette, Elizabeth; Ray, Lara A.","Ray, LA (corresponding author), Univ Calif Los Angeles, Dept Psychol, 1285 Franz Hall,Box 951563, Los Angeles, CA 90095 USA.",Ray,someemail@address.com,"Background Human laboratory paradigms are a pillar in medication development for alcohol use disorders (AUD). Neuroimaging paradigms, in which individuals are exposed to cues that elicit neural correlates of alcohol craving (e.g., mesocorticolimbic activation), are increasingly utilized to test the effects of AUD medications. Elucidation of the translational effects of these neuroimaging paradigms on human laboratory paradigms, such as self-administration, is warranted. The current study is a secondary analysis examining whether alcohol cue-induced activation in the ventral striatum is predictive of subsequent alcohol self-administration in the laboratory. Methods Non-treatment-seeking heavy drinkers of East Asian descent (n = 41) completed a randomized, placebo-controlled, double-blind, crossover experiment on the effects of naltrexone on neuroimaging and human laboratory paradigms. Participants completed 5 days of study medication (or placebo); on day 4, they completed a neuroimaging alcohol taste cue-reactivity task. On the following day (day 5), participants completed a 60-minute alcohol self-administration paradigm. Results Multilevel Cox regressions indicated a significant effect of taste cue-elicited ventral striatum activation on latency to first drink, Wald chi(2) = 2.88, p = 0.05, such that those with higher ventral striatum activation exhibited shorter latencies to consume their first drink. Similarly, ventral striatum activation was positively associated with total number of drinks consumed, F(1, 38) = 5.90, p = 0.02. These effects were significant after controlling for alcohol use severity, OPRM1 genotype, and medication. Other potential regions of interest (anterior cingulate, thalamus) were not predictive of self-administration outcomes. Conclusions Neuroimaging alcohol taste cue paradigms may be predictive of laboratory paradigms such as self-administration. Elucidation of the relationships among different paradigms will inform how these paradigms may be used synergistically in experimental medicine and medication development.",2021/12/8,17cc7acad75f22ab,2021/12/28,1,
OPI,Cingulo-hippocampal effective connectivity positively correlates with drug-cue attentional bias in opioid use disorder,Psychiatry Res. Neuroimaging,2019,"Ma, Liangsuo; Steinberg, Joel L.; Bjork, James M.; Taylor, Brian A.; Arias, Albert J.; Terplan, Mishka; Anastasio, Noelle C.; Zuniga, Edward A.; Lennon, Michael; Cunningham, Kathryn A.; Moeller, F. Gerard","Ma, LS (corresponding author), Virginia Commonwealth Univ, Inst Drug & Alcohol Studies, Dept Radiol, 203 East Cary St,Suite 202, Richmond, VA 23219 USA.",Ma,someemail@address.com,"Individuals with opioid use disorder (OUD) often relapse when exposed to opioid-related cues. Previous functional magnetic resonance imaging (fMRI) studies have identified neuronal corticolimbic changes related to drug cue reactivity in OUD. However, the corresponding manner in which brain regions interact is still unclear. Effective (directional) connectivity was analyzed using dynamic causal modeling of fMRI data acquired from 27 OUD participants (13 with OUD and 14 with OUD and cocaine use disorder [OUD + CUM), while performing an opioid-word Stroop task. Participants were shown opioid and neutral words presented in different colors and were instructed to indicate word color but ignore word meaning. The effects of opioid words relative to neutral words on effective connectivity and on behavioral reaction time were defined as modulatory change and attentional bias, respectively. For all the 27 participants, left anterior cingulate cortex (ACC) to right hippocampus effective connectivity exhibited the largest modulatory change, which was positively correlated with attentional bias. The findings for the ACC to hippocampus EC were consistent across OUD and CUD found in a previous study.",2021/12/8,17cc7acafc17b615,2021/12/28,1,
ALC,Accelerated alcohol use across adolescence predicts early adult symptoms of alcohol use disorder via reward-related neural function,Psychol. Med.,2019,"Waller, Rebecca; Murray, Laura; Shaw, Daniel S.; Forbes, Erika E.; Hyde, Luke W.","Hyde, LW (corresponding author), Univ Michigan, Dept Psychol, Ann Arbor, MI 48109 USA.; Hyde, LW (corresponding author), Univ Michigan, Ctr Human Growth & Dev, Ann Arbor, MI 48109 USA.; Hyde, LW (corresponding author), Univ Michigan, Inst Social Res, Survey Res Ctr, Ann Arbor, MI 48109 USA.",Hyde,someemail@address.com,"Background Alcohol use is commonly initiated during adolescence, with earlier onset known to increase the risk for alcohol use disorder (AUD). Altered function in neural reward circuitry is thought to increase the risk for AUD. To test the hypothesis that adolescent alcohol misuse primes the brain for alcohol-related psychopathology in early adulthood, we examined whether adolescent alcohol consumption rates predicted reward responsivity in the ventral striatum (VS), and in turn, AUD symptoms in adulthood. Methods A total of 139 low income, racially diverse urban males reported on their alcohol use at ages 11, 12, 15, and 17; completed self-reports of personality, psychiatric interviews, and a functional magnetic resonance imaging (fMRI) scan at age 20; and completed a psychiatric interview at age 22. We measured adolescent alcohol use trajectories using latent growth curve modeling and measured neural responses to monetary reward using a VS region of interest. We tested indirect effects of adolescent alcohol use on AUD symptoms at age 22 via VS reward-related reactivity at age 20. Results Greater acceleration in adolescent alcohol use predicted increased VS response during reward anticipation at age 20. VS reactivity to reward anticipation at age 20 predicted AUD symptoms at age 22, over and above concurrent symptoms. Accelerated adolescent alcohol use predicted AUD symptoms in early adulthood via greater VS reactivity to reward anticipation. Conclusions Prospective findings support a pathway through which adolescent alcohol use increases the risk for AUD in early adulthood by impacting reward-related neural functioning. These results highlight increased VS reward-related reactivity as a biomarker for AUD vulnerability.",2021/12/8,17cc7acaf0a6dd22,2021/12/28,1,
ALC,Dynamic frontostriatal functional peak connectivity (in alcohol use disorder),Hum. Brain Mapp.,2021,"Gerchen, Martin Fungisai; Weiss, Franziska; Kirsch, Martina; Rentsch, Alena; Halli, Patrick; Kiefer, Falk; Kirsch, Peter","Gerchen, MF (corresponding author), Heidelberg Univ, Cent Inst Mental Hlth, Med Fac Mannheim, Dept Clin Psychol, Mannheim, Germany.; Gerchen, MF (corresponding author), Heidelberg Univ, Dept Psychol, Heidelberg, Germany.; Gerchen, MF (corresponding author), Bernstein Ctr Computat Neurosci Heidelberg Mannhe, Mannheim, Germany.; Gerchen, MF (corresponding author), Heidelberg Univ, Fac Med, Cent Inst Mental Hlth ZI, Dept Clin Psychol,Bernstein Ctr Computat Neurosci, Mannheim J5, D-68159 Mannheim, Germany.",Gerchen,someemail@address.com,"Alcohol use disorder (AUD) is associated with changes in frontostriatal connectivity, but functional magnetic resonance imaging (fMRI) functional connectivity (FC) approaches are usually not adapted to these circuits. We developed a circuit-specific fMRI analysis approach to detect dynamic changes in frontostriatal FC inspired by medial-ventral-rostral to lateral-dorsal-caudal frontostriatal gradients originally identified in nonhuman primate tract-tracing data. In our PeaCoG (peakconnectivity on agradient) approach we use information about the location of strongest FC on empirical frontostriatal connectivity gradients. We have recently described a basic PeaCoG version with conventional FC, and now developed a dynamic PeaCoG approach with sliding-window FC. In resting state data ofn= 66 AUD participants andn= 40 healthy controls we continue here the analyses that we began with the basic version. Our former result of an AUD-associated ventral shift in right orbitofrontal cortex PeaCoG is consistently detected in the dynamic approach. Temporospatial variability of dynamic PeaCoG in the left dorsolateral prefrontal cortex is reduced in AUD and associated with self-efficacy to abstain and days of abstinence. Our method has the potential to provide insight into the dynamics of frontostriatal circuits, which has so far been relatively unexplored, and into their role in mental disorders and normal cognition.",2021/12/8,17cc7acb170fe9e4,2021/12/28,1,
ALC,A multimodal neuroimaging classifier for alcohol dependence,Sci Rep,2020,"Guggenmos, Matthias; Schmack, Katharina; Veer, Ilya M.; Lett, Tristram; Sekutowicz, Maria; Sebold, Miriam; Garbusow, Maria; Sommer, Christian; Wittchen, Hans-Ulrich; Zimmermann, Ulrich S.; Smolka, Michael N.; Walter, Henrik; Heinz, Andreas; Sterzer, Philipp","Guggenmos, M (corresponding author), Charite Univ Med Berlin, Dept Psychiat & Psychotherapy, Berlin, Germany.; Guggenmos, M (corresponding author), Free Univ Berlin, Berlin, Germany.; Guggenmos, M (corresponding author), Humboldt Univ, Berlin, Germany.; Guggenmos, M (corresponding author), Berlin Inst Hlth, Berlin, Germany.",Guggenmos,someemail@address.com,"With progress in magnetic resonance imaging technology and a broader dissemination of state-of-the-art imaging facilities, the acquisition of multiple neuroimaging modalities is becoming increasingly feasible. One particular hope associated with multimodal neuroimaging is the development of reliable data-driven diagnostic classifiers for psychiatric disorders, yet previous studies have often failed to find a benefit of combining multiple modalities. As a psychiatric disorder with established neurobiological effects at several levels of description, alcohol dependence is particularly well-suited for multimodal classification. To this aim, we developed a multimodal classification scheme and applied it to a rich neuroimaging battery (structural, functional task-based and functional resting-state data) collected in a matched sample of alcohol-dependent patients (N = 119) and controls (N = 97). We found that our classification scheme yielded 79.3% diagnostic accuracy, which outperformed the strongest individual modality - grey-matter density - by 2.7%. We found that this moderate benefit of multimodal classification depended on a number of critical design choices: a procedure to select optimal modality-specific classifiers, a fine-grained ensemble prediction based on cross-modal weight matrices and continuous classifier decision values. We conclude that the combination of multiple neuroimaging modalities is able to moderately improve the accuracy of machine-learning-based diagnostic classification in alcohol dependence.",2021/12/8,17cc7acb3d953f9b,2021/12/28,1,
NIC,The insula in nicotine use disorder: Functional neuroimaging and implications for neuromodulation,Neurosci. Biobehav. Rev.,2019,"Regner, Michael F.; Tregellas, Jason; Kluger, Benzi; Wylie, Korey; Gowin, Joshua L.; Tanabe, Jody","Regner, MF (corresponding author), Univ Colorado, Sch Med, Dept Radiol, Leprino Off Bldg,5-109 Mailstop L954, Aurora, CO 80045 USA.; Regner, MF (corresponding author), Univ Colorado, Sch Med, Dept Bioengn, Leprino Off Bldg,5-109 Mailstop L954, Aurora, CO 80045 USA.",Regner,someemail@address.com,"Insula dysfunction contributes to nicotine use disorders. Yet, much remains unknown about how insular functions promote nicotine use. We review current models of brain networks in smoking and propose an extension to those models that emphasizes the role of the insula in craving. During acute withdrawal, the insula provides the sensation of craving to the cerebrum and is thought to negotiate craving sensations with cognitive control to guide behavior - either to smoke or abstain. Recent studies have shown that insula processing is saturable, such that different insular functions compete for limited resources. We propose that this saturability explains how craving during withdrawal can overload insular processing to the exclusion of other functions, such as saliency and network homeostasis. A novel signal flow model illustrates how limited insular capacity leads to breakdown of normal function. Finally, we discuss suitability of insula as a neuromodulation target to promote cessation. Given the limited efficacy of standard-of-care treatments for nicotine use disorder, insular neuromodulation offers an innovative, potentially therapeutic target for improving smoking cessation.",2021/12/8,17cc7acb2edd4ce9,2021/12/28,1,
NIC,Temporal discounting and smoking cessation: choice consistency predicts nicotine abstinence in treatment-seeking smokers,Psychopharmacology,2021,"Grosskopf, Charlotte M.; Kroemer, Nils B.; Pooseh, Shakoor; Boehme, Franziska; Smolka, Michael N.","Smolka, MN (corresponding author), Tech Univ Dresden, Dept Psychiat & Neuroimaging Ctr, D-01187 Dresden, Germany.",Smolka,someemail@address.com,"Introduction Smokers discount delayed rewards steeper than non-smokers or ex-smokers, possibly due to neuropharmacological effects of tobacco on brain circuitry, or lower abstinence rates in smokers with steep discounting. To delineate both theories from each other, we tested if temporal discounting, choice inconsistency, and related brain activity in treatment-seeking smokers (1) are higher compared to non-smokers, (2) decrease after smoking cessation, and (3) predict relapse. Methods At T1, 44 dependent smokers, 29 non-smokers, and 30 occasional smokers underwent fMRI while performing an intertemporal choice task. Smokers were measured before and 21 days after cessation if abstinent from nicotine. In total, 27 smokers, 28 non-smokers, and 29 occasional smokers were scanned again at T2. Discounting rate k and inconsistency var(k) were estimated with Bayesian analysis. Results First, k and var(k) in smokers in treatment were not higher than in non-smokers or occasional smokers. Second, neither k nor var(k) changed after smoking cessation. Third, k did not predict relapse, but high var(k) was associated with relapse during treatment and over 6 months. Brain activity in valuation and decision networks did not significantly differ between groups and conditions. Conclusion Our data from treatment-seeking smokers do not support the pharmacological hypothesis of pronounced reversible changes in discounting behavior and brain activity, possibly due to limited power. Behavioral data rather suggest that differences between current and ex-smokers might be due to selection. The association of choice consistency and treatment outcome possibly links consistent intertemporal decisions to remaining abstinent.",2021/12/8,17cc7acb429e782d,2021/12/28,1,
